Id,Title,Price,Square,District,City,Date
2017155,"Phòng trọ phạm văn hai, quận tân bình, giá 1,8 triệu.",1.8 Triệu/tháng ,10m²,Tân Bình,Hồ Chí Minh,"
28/07/2022 "
2017158,"Phòng trọ giáp hoàng sa, trường sa, quận tân bình, giá rẻ.",1.8 Triệu/tháng ,10m²,Tân Bình,Hồ Chí Minh,"
28/07/2022 "
2016530,"Cho thuê phòng ở đường điện biên phủ, quận bình thạnh",2.3 Triệu/tháng ,12m²,Bình Thạnh,Hồ Chí Minh,"
27/07/2022 "
2015975,Phòng lầu đúc tại Bình Thạnh giá 1tr8 chung chủ,1.8 Triệu/tháng ,20m²,Bình Thạnh,Hồ Chí Minh,"
27/07/2022 "
2014113,"Cho thuê phòng ĐẸP đường Cô Giang-Q1, 20m2 có gác rộng (ở 4-5 người)",5 Triệu/tháng ,20m²,Quận 1,Hồ Chí Minh,"
25/07/2022 "
2014152,"Cho thuê mặt bằng KD và phòng trọ Nguyễn Gia Trí, Bình Thạnh, giá tốt",5 Triệu/tháng ,25m²,Bình Thạnh,Hồ Chí Minh,"
25/07/2022 "
2013218,"Cho Thuê phòng trọ giá rẻ tiện ích wifi, chỗ để xe, gần chợ trường học, tt y tế, nhà mát liên hệ cô Tùng 0774253901",1.4 Triệu/tháng ,12m²,Tân Bình,Hồ Chí Minh,"
23/07/2022 "
1511004,"Cho thuê phòng có máy lạnh, có gác, ful nội thất tại 654/32 Lạc Long Quân, P. 9, Q. Tân Bình (ngay ngã 4 Âu Cơ - Lạc Long Quân)",5 Triệu/tháng ,16m²,Tân Bình,Hồ Chí Minh,"
18/07/2022  "
1998701,"Phòng trọ bùi văn ba, gần kcx tân thuận, quận 7",3 Triệu/tháng ,15m²,Quận 7,Hồ Chí Minh,"
06/07/2022 "
1998495,"Phòng trọ phạm văn hai, tân bình, giá rẻ 1,8 triệu.",1.8 Triệu/tháng ,10m²,Tân Bình,Hồ Chí Minh,"
06/07/2022 "
1997666,"Cho thuê phòng trọ giá bình dân, quận tân bình, giá 1,8tr.",1.8 Triệu/tháng ,10m²,Tân Bình,Hồ Chí Minh,"
05/07/2022 "
1997691,"Cho thuê phòng trọ giá rẻ quận tân bình, gần ngã tư bảy hiền.",1.8 Triệu/tháng ,10m²,Tân Bình,Hồ Chí Minh,"
05/07/2022 "
1991829,"Cho thuê phòng trọ quận tân bình, gần ngã tư bảy hiền, giá 2 triệu.",2 Triệu/tháng ,10m²,Tân Bình,Hồ Chí Minh,"
27/06/2022 "
1991844,"Cho thuê phòng trọ 71/20 Cô Giang, P.1, Q.Phú Nhuận, TP.HCM.",3 Triệu/tháng ,15m²,Phú Nhuận,Hồ Chí Minh,"
27/06/2022 "
1988733,Cho thuê phòng trọ MỚI XÂY giá rẻ quận Bình Thạnh,4 Triệu/tháng ,18m²,Bình Thạnh,Hồ Chí Minh,"
23/06/2022 "
1985668,"Cho thuê phòng mới 100% số 36/66 Nguyễn Gia Trí, Bình Thạnh, giá tốt",2 Triệu/tháng ,6m²,Bình Thạnh,Hồ Chí Minh,"
20/06/2022 "
1850645,Phòng cho thuê quận 8 khu an ninh có vệ sinh riêng giờ tự do,1.4 Triệu/tháng ,16m²,Quận 8,Hồ Chí Minh,"
18/06/2022 "
1979381,"Cho thuê phòng trọ 40m2, rộng rãi, an ninh",3.7 Triệu/tháng ,40m²,Quận 9,Hồ Chí Minh,"
13/06/2022 "
1756403,Cho thuê phòng hiện đại Quận Gò Vấp - MỚI 100% chỉ 4tr/th (nhiều ưu đãi thêm & TL),4 Triệu/tháng ,20m²,Gò Vấp,Hồ Chí Minh,"
12/06/2022 "
1971009,"Phòng trọ hiện đại giá rẻ Huỳnh Tấn Phát, Quận 7",3.55 Triệu/tháng ,30m²,Quận 7,Hồ Chí Minh,"
02/06/2022 "
1970198,"Cho thuê phòng tại đường ngô quyền, quận 10 giá chỉ từ 2.5tr/th lh 0938018851",2.5 Triệu/tháng ,12m²,Quận 10,Hồ Chí Minh,"
01/06/2022 "
1968004,"Cho thuê phòng trọ đẹp số 36/66 Nguyễn Gia Trí, Bình Thạnh, giá tốt",2 Triệu/tháng ,6m²,Bình Thạnh,Hồ Chí Minh,"
30/05/2022 "
1959067,Cho thuê phòng trọ đường Trần Văn Kỷ Bình Thạnh gần ĐH Mỹ THuật,3.3 Triệu/tháng ,18m²,Bình Thạnh,Hồ Chí Minh,"
18/05/2022 "
1926216,Cho thuê phòng trọ phan xích long phú nhuận,4 Triệu/tháng ,20m²,Phú Nhuận,Hồ Chí Minh,"
28/04/2022 "
1723590,"Cho nữ thuê Phòng trọ quận Bình Thạnh, 25m2 mới đẹp, ban công, cửa sổ, hẻm 7m, xe tải vô tận nơi",4 Triệu/tháng ,25m²,Bình Thạnh,Hồ Chí Minh,"
26/04/2022 "
1943311,"Nhà trọ giá rẻ, mặt tiền đường, bếp - nhà VS - nước - bếp riêng biệt từng phòng",2.5 Triệu/tháng ,15m²,Gò Vấp,Hồ Chí Minh,"
21/04/2022 "
1943027,Phòng trọ gần đường Nguyễn Văn Lượng giá rẻ,3.5 Triệu/tháng ,30m²,Gò Vấp,Hồ Chí Minh,"
21/04/2022 "
1938502,"Phòng có cửa sổ ánh sáng trời giá lại siểu rẻ tại P15, Tân Bình",3.5 Triệu/tháng ,28m²,Tân Bình,Hồ Chí Minh,"
15/04/2022 "
1936201,"Cần tìm 1 nữ ở ghép tại Nguyễn Hữu Cảnh. Giá 1,8 triệu",1 Triệu/tháng ,40m²,Bình Thạnh,Hồ Chí Minh,"
12/04/2022 "
1933881,Cần gấp nữ ở ghép tại Bình Thạnh. 1.8triệu/ tháng,1 Triệu/tháng ,40m²,Bình Thạnh,Hồ Chí Minh,"
08/04/2022 "
1911291,Phòng cao cấp Nguyễn Văn đậu full nội thất,5.5 Triệu/tháng ,25m²,Bình Thạnh,Hồ Chí Minh,"
08/04/2022 "
1933321,"Cho thuê phòng trọ KTX giá rẻ khu vực Q7,Q8,Bình Chánh...HCM",1.4 Triệu/tháng ,100m²,Bình Chánh,Hồ Chí Minh,"
07/04/2022 "
1932824,"Phòng trọ mới xây vừa hoàn công tại P.Tân Thới Nhất, Q12",2.5 Triệu/tháng ,30m²,Quận 12,Hồ Chí Minh,"
07/04/2022 "
1933182,"Căn hộ studio cao cấp vào ở ngay tại P15, Tân Bình",3.5 Triệu/tháng ,30m²,Tân Bình,Hồ Chí Minh,"
07/04/2022 "
1931878,"Phòng trọ 30m2 cho gia đình, P.An Lạc, Q. Bình tân,",2.3 Triệu/tháng ,30m²,Bình Tân,Hồ Chí Minh,"
06/04/2022 "
1931557,"Phòng ban công thoáng mát tại Nguyễn Sỹ Sách, P15, Tân Bình",4.1 Triệu/tháng ,30m²,Tân Bình,Hồ Chí Minh,"
05/04/2022 "
1931061,"Trống phòng trọ mới, vừa hoàn công, còn mùi sơn tại Tân Thới Nhất, q12",2.6 Triệu/tháng ,30m²,Quận 12,Hồ Chí Minh,"
05/04/2022 "
1931500,Cho Thuê Phòng đủ tiện nghi Đường Lê trọng tấn 3.3 triệu,3.3 Triệu/tháng ,25m²,Tân Phú,Hồ Chí Minh,"
05/04/2022 "
1927721,Còn 1 phòng trọ có máy lạnh giá chỉ 3tr4,3.4 Triệu/tháng ,30m²,Tân Bình,Hồ Chí Minh,"
31/03/2022 "
1926961,"Phòng trống vào đầu tháng tại Đường số 19, Gò Vấp",3.2 Triệu/tháng ,30m²,Gò Vấp,Hồ Chí Minh,"
30/03/2022 "
1926968,"Cho thuê mặt bằng tại Nguyễn Sỹ Sách, Tân Bình",11 Triệu/tháng ,70m²,Tân Bình,Hồ Chí Minh,"
30/03/2022 "
1927151,"Cho thuê phòng studio tại Nguyễn Sỹ Sách, Tân Bình",5.5 Triệu/tháng ,50m²,Tân Bình,Hồ Chí Minh,"
30/03/2022 "
1923585,Cho thuê phòng trọ Q12 thoáng mát -20m2 đường Vườn Lài,1.2 Triệu/tháng ,20m²,Quận 12,Hồ Chí Minh,"
25/03/2022 "
1923841,"Cho thuê nhà riêng 1 trệt 1 lầu, có ban công.",2.5 Triệu/tháng ,12.5m²,Quận 12,Hồ Chí Minh,"
25/03/2022 "
1922595,"Phòng cao cấp đủ chỗ ở cho cả gia đình An Dương Vương, Q6",3.2 Triệu/tháng ,60m²,Bình Tân,Hồ Chí Minh,"
24/03/2022 "
1922749,"Còn 1 phòng giá rẻ 2tr9 ở Nguyễn Sỹ Sách, Tân Bình",2.9 Triệu/tháng ,28m²,Tân Bình,Hồ Chí Minh,"
24/03/2022 "
1922057,"Chung cư mini cao cấp, dạng phòng studio ở Ngô Tất Tố, Bình Thạnh",9 Triệu/tháng ,30m²,Bình Thạnh,Hồ Chí Minh,"
23/03/2022 "
1922142,Phòng studio siêu xinh đầy đủ tiện nghi nội thất,5.5 Triệu/tháng ,35m²,Tân Bình,Hồ Chí Minh,"
23/03/2022 "
1921060,"Còn phòng trống ở Thống Nhất, Gò Vấp, TPHCM",3.2 Triệu/tháng ,30m²,Gò Vấp,Hồ Chí Minh,"
22/03/2022 "
1921591,Cho Thuê Phòng Trọ Công Nhân Giá Bình Dân,1.3 Triệu/tháng ,13m²,Bình Tân,Hồ Chí Minh,"
22/03/2022 "
1921452,Cho thuê phòng trọ quận 10 giờ tự do không chung chủ,3.5 Triệu/tháng ,40m²,Quận 10,Hồ Chí Minh,"
22/03/2022 "
1920812,"Phòng trọ giá rẻ Phạm Văn Chiêu, Gò Vấp.",3.5 Triệu/tháng ,30m²,Gò Vấp,Hồ Chí Minh,"
21/03/2022 "
1920814,"Cần tìm khách cho trọ Thống Nhất, Gò Vấp.",3.5 Triệu/tháng ,30m²,Gò Vấp,Hồ Chí Minh,"
21/03/2022 "
1918427,CHDV Phan Đăng Lưu 6x12 có 3 Phòng ngủ giá 10 triệu/tháng,10 Triệu/tháng ,72m²,Bình Thạnh,Hồ Chí Minh,"
17/03/2022 "
1918452,"Chi tiết Gần Etown, Full NT, 4,7tr Ban công, Nước Nóng Lạnh",4.7 Triệu/tháng ,21m²,Tân Bình,Hồ Chí Minh,"
17/03/2022 "
1915080,Phòng Studio 30m2 nội thất đẹp Lê Quang Định,6.5 Triệu/tháng ,30m²,Bình Thạnh,Hồ Chí Minh,"
12/03/2022 "
1914168,Cho thuê phòng trọ diên tích 27 mét- 120/4 man thiện,3.2 Triệu/tháng ,27m²,Quận 9,Hồ Chí Minh,"
10/03/2022 "
1913999,Cho thuê phòng Bùi Thị Xuân full Nội thất,4 Triệu/tháng ,18m²,Quận 1,Hồ Chí Minh,"
10/03/2022 "
1913364,"Cho Thuê Phòng Trọ Quận Phú Nhuận, Phường 13",3.2 Triệu/tháng ,30m²,Phú Nhuận,Hồ Chí Minh,"
09/03/2022 "
1913425,Cần cho thuê nhà trọ 22.8 m2 giá rẻ chính chủ Huyện Nhà Bè,2.8 Triệu/tháng ,22.8m²,Nhà Bè,Hồ Chí Minh,"
09/03/2022 "
1913243,Phòng Nguyễn Văn Đậu Full nội thất mới tinh,8.5 Triệu/tháng ,35m²,Bình Thạnh,Hồ Chí Minh,"
09/03/2022 "
1912992,Phòng cho thuê dài hạn -sau lưng Nguyễn Kim Lê Văn Quới,4.8 Triệu/tháng ,25m²,Bình Tân,Hồ Chí Minh,"
08/03/2022 "
1910874,Cho thuê phòng giá rẻ - Trần Đại Nghĩa - Bình Tân,1.5 Triệu/tháng ,25m²,Bình Tân,Hồ Chí Minh,"
04/03/2022 "
1907031,"CHDV Nguyễn Văn Đậu 30m2 full nội thất 7,5 triệu",7.5 Triệu/tháng ,25m²,Bình Thạnh,Hồ Chí Minh,"
24/02/2022 "
1905358,Phòng Bùi Đình Túy Full nội thất 25m2 Thang máy,5.5 Triệu/tháng ,25m²,Bình Thạnh,Hồ Chí Minh,"
21/02/2022 "
1904339,"Cho thuê chung cư mini giá rẻ-Đ.phan huy ích P14- Q. gò vấp, giá : 2,4 triệu/tháng",2.4 Triệu/tháng ,25m²,Gò Vấp,Hồ Chí Minh,"
18/02/2022 "
1903486,"Cho thuê phòng trọ giá rẻ, dt 10m2 giá 1,3 triệu tại 121/8 khu phố 8 đường tân chánh hiệp 10 quận 12",1.3 Triệu/tháng ,10m²,Quận 12,Hồ Chí Minh,"
16/02/2022 "
1902877,"Cho thuê phòng ở 19 Trương văn Thành, P.Hiệp phú, TP Thủ đức",2.2 Triệu/tháng ,13m²,Quận 9,Hồ Chí Minh,"
15/02/2022 "
1901273,"Cho Thuê phòng trọ 18m2 đường Âu dương Lân, Q8",2.5 Triệu/tháng ,18m²,Quận 8,Hồ Chí Minh,"
10/02/2022 "
1901035,Phòng full nội thất cạnh dh ngoại thương-hutech,5.5 Triệu/tháng ,25m²,Bình Thạnh,Hồ Chí Minh,"
09/02/2022 "
1901040,"Còn 2 Phòng trọ ở 243A/58 đường Hoàng Diệu, Phường 8, Quận 4, Hồ Chí Minh",2.7 Triệu/tháng ,20m²,Quận 4,Hồ Chí Minh,"
09/02/2022 "
1900587,Phòng trọ Gò Vấp thoáng mát gần các khu vực tiện lợi,2.1 Triệu/tháng ,13m²,Gò Vấp,Hồ Chí Minh,"
07/02/2022 "
1900431,"Cho thuê phòng trọ tại hém 18, đường số 8, P. Linh Xuân, Q. Thủ đức",1.2 Triệu/tháng ,12m²,Thủ Đức,Hồ Chí Minh,"
06/02/2022 "
1900328,Phòng Bùi Đình Túy Full nội thất 25m2 có thang máy,5 Triệu/tháng ,20m²,Bình Thạnh,Hồ Chí Minh,"
05/02/2022 "
1900338,"Phòng trọ chu văn an bình thạnh, trệt + gác, từ 16m2, từ 2tr",2 Triệu/tháng ,16m²,Bình Thạnh,Hồ Chí Minh,"
05/02/2022 "
1900340,"Phòng trọ đinh bộ lĩnh bình thạnh, trệt + gác, từ 16m2, từ 2tr",2 Triệu/tháng ,16m²,Bình Thạnh,Hồ Chí Minh,"
05/02/2022 "
1896947,Phòng ban công-lộng gió cạnh landmark81-hxh,4.5 Triệu/tháng ,25m²,Bình Thạnh,Hồ Chí Minh,"
15/01/2022 "
1896949,Phòng ban công-lộng gió gò vấp-hxh an ninh,3.9 Triệu/tháng ,24m²,Gò Vấp,Hồ Chí Minh,"
15/01/2022 "
1895717,"Phòng trọ Q9 gần Sân gold, Suối Tiên, làng đại học Quốc Gia",2.7 Triệu/tháng ,24m²,Quận 9,Hồ Chí Minh,"
13/01/2022 "
1894301,"Cần Cho Thuê Phòng Điện Nước Wifi miễn phí, Giờ Giấc Tự Do",2 Triệu/tháng ,20m²,Bình Chánh,Hồ Chí Minh,"
10/01/2022 "
1894366,"Cho thuê Phòng trọ 35m _ 40m2 đường số 9 dãi nhà phố khu cityland Park, p10",4.5 Triệu/tháng ,35m²,Gò Vấp,Hồ Chí Minh,"
10/01/2022 "
1891870,"Phòng (Ban công + Cửa sổ thoáng mát), trung tâm Phú Nhuận",2.9 Triệu/tháng ,15m²,Phú Nhuận,Hồ Chí Minh,"
05/01/2022 "
1891110,"Cho thuê phòng tại số 6 đường nguyễn biểu, phường 1, quận 5, tp. Hồ chí minh",6.5 Triệu/tháng ,20m²,Quận 5,Hồ Chí Minh,"
04/01/2022 "
1870255,Phòng trọ GIÁ CỰC RẺ 2 triệu/40 m2 Tân Bình,2 Triệu/tháng ,40m²,Tân Bình,Hồ Chí Minh,"
27/12/2021 "
1886627,"Phòng mới CÓ Gác Gần Gigamall, Đường 48, HBC , Thủ Đức",2.9 Triệu/tháng ,30m²,Thủ Đức,Hồ Chí Minh,"
25/12/2021 "
1885232,Cho thuê phòng Quận 3 35m2 – có thang máy – thiết kế đẹp,6 Triệu/tháng ,30m²,Quận 3,Hồ Chí Minh,"
22/12/2021 "
1882460,Cho thuê phòng trọ ở Q1 cho sinh viên và người đi làm ở giá rẽ 2tr,2 Triệu/tháng ,20m²,Quận 1,Hồ Chí Minh,"
17/12/2021 "
1882223,"Cho thuê Phòng trọ 20m2 + Gách lửng, gần ST Aeon Tân Phú, Tp.HCM giá 2.4trđ/tháng không cọc tiền",2.4 Triệu/tháng ,20m²,Tân Phú,Hồ Chí Minh,"
17/12/2021 "
1882070,"Cho Thuê Phòng Trọ Quận 3 Giá Rẻ, Sạch Sẽ, Thoáng mát",4.8 Triệu/tháng ,30m²,Quận 3,Hồ Chí Minh,"
16/12/2021 "
1880818,"Phòng trọ giá rẻ Phường Hiệp Thành, Quận 12 giá 1,3 triệu",1.3 Triệu/tháng ,15m²,Quận 12,Hồ Chí Minh,"
14/12/2021 "
1739552,"Phòng Q.7 gần LOTTE (ban công lớn,cửa sổ)",3.8 Triệu/tháng ,25m²,Quận 7,Hồ Chí Minh,"
10/12/2021 "
1878343,Cho thuê phòng chính chủ gần (bến xe buýt Q8),2 Triệu/tháng ,20m²,Bình Chánh,Hồ Chí Minh,"
10/12/2021 "
1878874,Cho thuê phòng ở cao cấp tại đường Hồ Bá Phấn Phước Long A Quận 9,3.005 Triệu/tháng ,28m²,Quận 9,Hồ Chí Minh,"
10/12/2021 "
1878191,Cho thuê phòng giá rẻ tại số nhà 2326a c1 cônhj Hòa,1.7 Triệu/tháng ,20m²,Tân Bình,Hồ Chí Minh,"
10/12/2021 "
1878193,Cho thuê phòng giá rẻ tại số nhà 23/26a c1 công Hòa,1.7 Triệu/tháng ,20m²,Tân Bình,Hồ Chí Minh,"
10/12/2021 "
1878711,Phòng trọ cho thuê ở trung tâm Q1 đường võ văn kiệt,2 Triệu/tháng ,20m²,Quận 1,Hồ Chí Minh,"
10/12/2021 "
1878161,Cho thuê phòng trọ quận Gò vấp giá 1tr7/tháng,1.7 Triệu/tháng ,15m²,Gò Vấp,Hồ Chí Minh,"
09/12/2021 "
1874519,"Cho thuê Phòng riêng và Phòng ghép Dakao, Quận 1, giá cực tốt.",2.9 Triệu/tháng ,20m²,Quận 1,Hồ Chí Minh,"
03/12/2021 "
1870425,Cho thuê phòng trọ quận Gò Vấp giá 1tr6/tháng,1.6 Triệu/tháng ,15m²,Gò Vấp,Hồ Chí Minh,"
27/11/2021 "
1870556,"Phòng trọ gần chợ Thạnh Xuân, Quận 12, Sạch sẽ, iên tĩnh",1.5 Triệu/tháng ,12m²,Quận 12,Hồ Chí Minh,"
27/11/2021 "
1869564,Cho thuê phòng trọ - sạch sẽ - yên tĩnh - giá cả hợp lý,1.8 Triệu/tháng ,15m²,Tân Phú,Hồ Chí Minh,"
25/11/2021 "
1867523,"CHO THUÊ PHÒNG TRỌ QUẬN 3_ TP HCM, CHO THUÊ NHÀ NGUYÊN CĂN 311 LO K 100 M2 SD",3.5 Triệu/tháng ,16m²,Quận 3,Hồ Chí Minh,"
22/11/2021 "
1867558,"Cho thuê phòng trọ gần ngã tư Phú Nhuận, phòng trọ sạch, đẹp, yên tĩnh, wifi, có chỗ để xe",2.5 Triệu/tháng ,18m²,Phú Nhuận,Hồ Chí Minh,"
22/11/2021 "
1799755,Cho thuê phòng Full nội thất có ban công 4tr ở Nguyễn Kiệm,4 Triệu/tháng ,25m²,Phú Nhuận,Hồ Chí Minh,"
20/11/2021 "
1866078,"Phòng trọ 20m2 Bình Thạnh ưu tiên nữ sinh viên, văn phòng",1.6 Triệu/tháng ,20m²,Bình Thạnh,Hồ Chí Minh,"
19/11/2021 "
1865216,Cho thuê nhà trọ ngang 3m4 dài 5m3 Đường Võ Văn Vân,2.2 Triệu/tháng ,18m²,Bình Chánh,Hồ Chí Minh,"
18/11/2021 "
1865146,Phòng trọ cho thuê ở Q1 đường Nguyễn cảnh chân sạch sẽ thoáng mát giá rẽ 2tr,2 Triệu/tháng ,20m²,Quận 1,Hồ Chí Minh,"
18/11/2021 "
1863875,"Chính chù cho thuê CHDV ở 10C2 Nguyễn Thị Minh Khai, P. Dakao, Q1, Tp HCM",8 Triệu/tháng ,30m²,Quận 1,Hồ Chí Minh,"
16/11/2021 "
1863667,Homestay Tân Lập 2 đối diện Vincom Q9- Giảm tháng đầu tiên 50%,2.8 Triệu/tháng ,25m²,Quận 9,Hồ Chí Minh,"
16/11/2021 "
1863465,Phòng cho thuê. Gần trung tâm thành phố.,2 Triệu/tháng ,16m²,Quận 10,Hồ Chí Minh,"
15/11/2021 "
1862730,"Cho thuê phòng gần ĐH CNTP 2.5 2.7 máy lạnh ở FREE tháng đầu, cọc 1 tháng",2.5 Triệu/tháng ,25m²,Tân Phú,Hồ Chí Minh,"
14/11/2021 "
1862845,"Phòng trọ an phú quận 2 giá 1,5 triệu giảm giá sâu mùa dịch",1.5 Triệu/tháng ,18m²,Quận 2,Hồ Chí Minh,"
14/11/2021 "
1860612,"Phòng trọ gia đình Quận Phú Nhuận, thành phố hồ chí minh",3 Triệu/tháng ,20m²,Phú Nhuận,Hồ Chí Minh,"
10/11/2021 "
