Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
581059,"Phòng Q.1 giá rẻ - gần Bùi Viện, chợ Bến Thành",6.5,30.0,Quận 1,Hồ Chí Minh,24/08/2018 
581220,"Cho thuê nhà có lầu, 54 m2, hẽm Thích Quảng Đức, p5, PN, 6,5 tr/ th",6.5,54.0,Phú Nhuận,Hồ Chí Minh,04/09/2018 
581260,"Căn hộ đầy đủ tiện nghi, full nội thất, bảo vệ 24/24 view đẹp. Quận 3",8.0,28.0,Quận 3,Hồ Chí Minh,24/08/2018 
582126,"Cho thuê phòng trọ bao hết phí gần sân bay Tân Sơn Nhất CV Gia Định. Hẻm A65 Bạch Đằng, phường 2",4.7,25.0,Tân Bình,Hồ Chí Minh,24/08/2018 
582545,Cho thuê phòng trọ cao cấp tại 252/29/1C-1D-1E Phan Anh phường Hiệp Tân quận Tân Phú TP HCM,4.0,30.0,Tân Phú,Hồ Chí Minh,24/08/2018 
582816,"Cho thuê phòng đường Hoa Lan, Phú Nhuận",4.9,30.0,Phú Nhuận,Hồ Chí Minh,31/08/2018 
583821,"Cho thuê tầng 2 MT Đường Nguyên Hồng, 1 PK, 1PN, bếp, 2 toilet, nội thất MĐH, NLMT, 6tr/th",6.0,68.0,Gò Vấp,Hồ Chí Minh,24/08/2018 
584212,"Căn hộ đầy đủ tiện nghi, full nội thất, an ninh, yên tĩnh quận 3",5.5,20.0,Quận 3,Hồ Chí Minh,24/08/2018 
585611,"Cho thuê phòng ở nhà 141 đường Tám Danh, cách cầu Chánh Hưng 150 m, LH: 0936 266 744",7.5,52.0,Quận 8,Hồ Chí Minh,24/08/2018 
586163,Cho thuê phòng mới cao cấp Quận 2,3.8,40.0,Quận 2,Hồ Chí Minh,25/08/2018 
586628,Ktx máy lạnh 600k/tháng gấn siêu thị Maximat Cộng Hòa,,30.0,Tân Bình,Hồ Chí Minh,24/08/2018 
586631,"KTX máy lạnh cho thuê giá chỉ 450nghìn/người/tháng, gần trung tâm Pearl Plaza Bình Thạnh",,30.0,Bình Thạnh,Hồ Chí Minh,25/08/2018 
586706,"KTX giường tầng tiêu chuẩn cơ sở châu Âu (Gần Hutech) Bình Thạnh, Hồ Chí Minh",,20.0,Bình Thạnh,Hồ Chí Minh,25/08/2018 
586949,Cho thuê phòng trong CC Hoàng Anh Gia Lai 2,3.5,,Quận 7,Hồ Chí Minh,27/08/2018 
587001,(Q12) ký túc xá nữ cao cấp bao điện nước gần trường ĐH Giao Thông Vận Tải - 800 nghìn/tháng,0.8,,Quận 12,Hồ Chí Minh,25/08/2018 
587205,"Cho thuê ký túc xá, giá rẻ, phòng máy lạnh 850k/tháng, khu vực Thành Mỹ, Tân Bình",,30.0,Tân Bình,Hồ Chí Minh,25/08/2018 
587271,"Phòng KTX mới xây 100% mới, thoáng mát và có máy lạnh chỉ 500 nghìn/th",0.5,,Quận 10,Hồ Chí Minh,25/08/2018 
587557,"Cho thuê KTX đường Hậu Giang, Tân Bình",0.4,,Tân Bình,Hồ Chí Minh,25/08/2018 
587615,"Cho thuê KTX giá rẻ 450.000đ Hậu Giang, Phường 4, Tân Bình",0.4,,Tân Bình,Hồ Chí Minh,25/08/2018 
588419,"Ký túc xá cho sinh viên Quận Bình Thạnh, chỉ 2 người một phòng",2.5,17.0,Bình Thạnh,Hồ Chí Minh,25/08/2018 
588494,"Cho thuê phòng đầy đủ nội thất đầu đường Trần Não, Quận 2, ngay cầu Sài Gòn, 20-30m2, từ 4 triệu/th",4.0,20.0,Quận 2,Hồ Chí Minh,25/08/2018 
590662,Cho thuê căn hộ mini 25m2 đầy đủ nội thất khu Him Lam quận 7,3.5,25.0,Quận 7,Hồ Chí Minh,27/08/2018 
590788,"Căn hộ mới xây đầy đủ nội thất, gần bệnh viện Từ Dũ, quận 3, giáp quận 1, chỉ 7tr, LH 0911.428.118",7.0,25.0,Quận 3,Hồ Chí Minh,25/08/2018 
590843,"Căn hộ cao cấp mới xây đường Cao Thắng, Quận 3, giáp Quận 1, có cửa sổ đón nắng, LH 0911.428.118",8.0,25.0,Quận 3,Hồ Chí Minh,25/08/2018 
591833,"Phòng cho thuê gần ĐH Hutech, Ngoại thương 40m2 giá 5 triệu/tháng",5.0,40.0,Bình Thạnh,Hồ Chí Minh,25/08/2018 
591847,"Cho thuê phòng trọ đường 11, P11, Gò Vấp, phòng đầy đủ tiện nghi, DT 16m2, giá 2,5 tr/th",2.5,16.0,Gò Vấp,Hồ Chí Minh,25/08/2018 
593212,"Phòng cho thuê cao cấp, có máy lạnh, trung tâm Phú Nhuận",3.2,,Phú Nhuận,Hồ Chí Minh,26/08/2018 
593435,Chính chủ cho thuê căn hộ dịch vụ cao cấp - 0972245736,7.0,35.0,Quận 3,Hồ Chí Minh,27/08/2018 
593714,"Tìm nam ở ghép kí túc xá giường tầng tại Nơ Trang Long, Bình Thạnh, giá 1tr2/người/tháng",,30.0,Bình Thạnh,Hồ Chí Minh,27/08/2018 
593889,"Share 1 phòng căn hộ Masteri 2PN Thảo Điền, quận 2",6.5,,Quận 2,Hồ Chí Minh,26/08/2018 
593997,"Cho thuê phòng đẹp có cửa sổ full nội thất giá rẻ khu nội bộ Hoàng Hoa Thám, Tân Bình 32m2 giá 5tr",5.0,32.0,Tân Bình,Hồ Chí Minh, 26/08/2018 
594098,"Cho thuê phòng - có WC, chung cư Bình Minh, quận 2",3.7,28.0,Quận 2,Hồ Chí Minh,27/08/2018 
594235,"Phòng thoáng mát, an ninh, có nội thất. Ngay ngã 3 CMT8 & Phạm Văn Hai",3.2,,Tân Bình,Hồ Chí Minh,26/08/2018 
594266,"Phòng tầng trệt, có dàn bếp, gần Metro Tân Phú, đường Song Hành, Q. 6, giá 3.5 triệu/tháng",3.5,28.0,Quận 6,Hồ Chí Minh,26/08/2018 
594486,"Cho thuê phòng đầy đủ tiện nghi 3tr500nghìn/tháng, có gác, giờ tự do",3.5,16.0,Quận 5,Hồ Chí Minh,27/08/2018 
594619,"Cho thuê phòng kiểu căn hộ giá rẻ, nội thất full, đường Phan Huy Ích, Quận Tân Bình",3.8,23.0,Tân Bình,Hồ Chí Minh,27/08/2018 
594706,"KTX máy lạnh cho thuê giá chỉ 450nghìn/người/tháng, gần trường Giao thông Vận tải",,30.0,Bình Thạnh,Hồ Chí Minh,27/08/2018 
596111,Cho thuê căn hộ dịch vụ 1 phòng ngủ ngay quận 1 khu phố tây - MT đường Cô Giang - Đề Thám,10.0,30.0,Quận 1,Hồ Chí Minh,27/08/2018 
596427,Phòng mới xây cho thuê full tiện nghi ngay 46/23B Trần Quang Diệu,6.0,30.0,Quận 3,Hồ Chí Minh,27/08/2018 
597836,"Kí túc xá máy lạnh cho thuê giá chỉ 450 nghìn/người/tháng, gần ĐH Hutech",0.45,30.0,Bình Thạnh,Hồ Chí Minh,27/08/2018 
597938,"Phòng chợ Phạm Văn Hai, giờ giấc thoải mái, toilet riêng, có máy giặt và sân phơi",3.5,16.0,Tân Bình,Hồ Chí Minh,27/08/2018 
598146,Cho thuê phòng trọ đầy đủ tiện nghi Gò Vấp,2.7,15.0,Gò Vấp,Hồ Chí Minh,27/08/2018 
598388,"Cho thuê phòng (nữ) gần chợ Phạm Thế Hiển, quận 8, giá 900k/tháng. LH: 0908019860",0.9,14.0,Quận 8,Hồ Chí Minh,27/08/2018 
598502,Cho thuê phòng trọ đường 42 và Lê Văn Thịnh đối diện bệnh viện quận 2,2.5,,Quận 2,Hồ Chí Minh,27/08/2018 
598677,"Cho thuê phòng đường Chu Văn An ngay ngã năm Bình Hòa, quận Bình Thạnh, DT: 30-35m2, giá 5 tr/th",5.5,35.0,Bình Thạnh,Hồ Chí Minh,27/08/2018 
598945,Phòng cao cấp văn minh mặt tiền Trần Đình Xu Q1,1.6,25.0,Quận 1,Hồ Chí Minh,27/08/2018 
598981,Cần share lại 1 phòng trong khu Làng Đại Học Khu B,,,Nhà Bè,Hồ Chí Minh,27/08/2018 
600731,"Cho thuê phòng mới xây cao cấp, đẹp, tiện nghi",2.8,20.0,Thủ Đức,Hồ Chí Minh,27/08/2018 
601052,Cho thuê phòng mới xây cao cấp phường Linh Xuân,2.9,20.0,Thủ Đức,Hồ Chí Minh,27/08/2018 
601299,"Căn hộ mini 30m2, gần Cao Đẳng Hoa Sen, cửa sổ cực thoáng, giá cực rẻ",8.0,35.0,Quận 3,Hồ Chí Minh,27/08/2018 
601662,"Cho thuê phòng nhà riêng TT Q. 10 ngay học viện hành chính bao điện nước, LH 0933.876.123",6.5,25.0,Quận 10,Hồ Chí Minh,27/08/2018 
602039,"Tìm gấp người ở ghép 1tr3/người trong căn hộ cao cấp Phú Hoàng Anh gần ĐH Tôn Đức Thắng, Rmit, Q7",1.3,30.0,Nhà Bè,Hồ Chí Minh,27/08/2018 
602520,Phòng trọ cho nữ thuê đầy đủ tiện nghi mặt tiền đường Lê Trực. Dọn vào là ở ngay - LH 0901649696,3.5,18.0,Bình Thạnh,Hồ Chí Minh,28/08/2018 
602529,Cho thuê KTX cao cấp giá rẻ gần công viên Hoàng Văn Thụ,0.7,,Tân Bình,Hồ Chí Minh,28/08/2018 
602749,"Nhà trọ cao cấp tại tòa nhà 16/9 Bình Lợi, P13, Q. Bình Thạnh, LH: 0165.785.75.95",4.8,45.0,Bình Thạnh,Hồ Chí Minh,28/08/2018 
602751,"Ký túc xá, giá rẻ, phòng máy lạnh 850nghìn/tháng, khu vực Thành Mỹ, Tân Bình",0.85,35.0,Tân Bình,Hồ Chí Minh,28/08/2018 
602785,KTX máy lạnh siêu rẻ chỉ 500nghìn/người/tháng ở Tân Bình,0.5,40.0,Tân Bình,Hồ Chí Minh,28/08/2018 
603029,"Cho thuê phòng đường Chu Văn An ngay ngã năm Bình Hòa, Q. Bình Thạnh, DT: 30m2-40m2, giá 4,5 triệu",4.5,40.0,Bình Thạnh,Hồ Chí Minh,28/08/2018 
603255,"Cho thuê phòng sang, đẹp, full đồ,có bếp, thang máy cạnh Lotter Mart Q.7, cửa sổ giá chỉ 4.8tr",4.8,18.0,Quận 7,Hồ Chí Minh,28/08/2018 
604576,"Cho thuê căn hộ mini đầy đủ nội thất 61 Cô Giang, Quận 1",6.5,25.0,Quận 1,Hồ Chí Minh,30/08/2018 
606225,"Cho thuê phòng Bình Thới, P. 14, Q. 11, HXH 8m, DT 36m2, giá 6tr",6.0,36.0,Quận 11,Hồ Chí Minh,28/08/2018 
606438,"Cho thuê phòng trong chung cư Chu Văn An - 3,7tr/th",3.7,23.0,Bình Thạnh,Hồ Chí Minh,28/08/2018 
607010,"Cần tìm nữ ở ghép chung cư 85m2, giá 1tr1-1tr3/người",1.1,,Nhà Bè,Hồ Chí Minh,28/08/2018 
608612,"Chính chủ cho thuê phòng trọ đường Chu Văn An phòng sạch sẽ, thoáng mát giá từ 7,5tr/th",7.5,,Bình Thạnh,Hồ Chí Minh,28/08/2018 
608959,Phòng cho thuê giá tốt khu vực Gò Vấp,2.8,25.0,Gò Vấp,Hồ Chí Minh,29/08/2018 
609434,Cho thuê phòng mới xây gần Aeon Mall Tân Phú,2.0,20.0,Bình Tân,Hồ Chí Minh,29/08/2018 
609829,"Cho thuê gấp phòng trọng nhà nguyên căn Vườn Lài, Tân Phú",3.0,25.0,Tân Phú,Hồ Chí Minh,28/08/2018 
610099,"Ở ghép dạng giường tầng, gần Hutech, GTVT, KTTC, ĐHNT, 450nghìn/người/tháng",,40.0,Bình Thạnh,Hồ Chí Minh,28/08/2018 
610460,Chính chủ cho thuê phòng tại TT Quận 3 - Giá 5tr/tháng - full nội thất ở ngay - LH 0934.54.3404,5.0,21.0,Quận 3,Hồ Chí Minh,28/08/2018 
611562,"Cho nữ thuê phòng tại đường Xô Viết Nghệ Tĩnh, P25, Bình Thạnh gần Hutech CS2",0.5,,Bình Thạnh,Hồ Chí Minh,30/08/2018 
611589,"Cho thuê, share 1PN căn 3PN chung cư Hà Đô Nguyễn Văn Công, DT 106m2, có máy lạnh full NT, nhà mới",5.0,,Gò Vấp,Hồ Chí Minh,29/08/2018 
611947,"Cho thuê phòng Hoàng Anh Gia Lai 3 (New Saigon), nội thất, giá 3.5 triệu/tháng",3.5,30.0,Nhà Bè,Hồ Chí Minh,29/08/2018 
612105,"Siêu rẻ, phòng KTX máy lạnh giá 450k gần chợ Tân Bình",0.45,,Tân Bình,Hồ Chí Minh,29/08/2018 
612122,Phòng kiểu căn hộ mini khu vip Nguyễn Thái Bình,3.6,26.0,Tân Bình,Hồ Chí Minh,29/08/2018 
612200,"Phòng trọ cho thuê cao cấp, full nội thất 60 Lý Chính Thắng, Q.3, giá chỉ 5.5tr/th",5.5,,Quận 3,Hồ Chí Minh,29/08/2018 
612882,"Phòng đầy đủ tiện Lê Văn Sỹ, Phú Nhuận",4.0,15.0,Phú Nhuận,Hồ Chí Minh,29/08/2018 
613992,"Cho thuê phòng trọ cao cấp Zacohouse 4 đường Điện Biên Phủ gần Hutech, Ngoại Thương, an ninh, tự do",,22.0,Bình Thạnh,Hồ Chí Minh,29/08/2018 
614280,"Sang nhượng hợp đồng dãy 15 phòng trọ, Điện Biên Phủ, Bình Thạnh, gần các trường ĐH HuTech, KT TC",35.0,200.0,Bình Thạnh,Hồ Chí Minh,29/08/2018 
614789,"Phòng vip lý tưởng ngay mặt tiền Đoàn Văn Bơ, Quận 4, giá 7tr/tháng. Xem là thích ngay",7.0,25.0,Quận 4,Hồ Chí Minh,29/08/2018 
615129,"Cho thuê nhà số 3 (cho thuê từng phòng), đường số 9, Trần Trọng Cung, P. Tân Thuận Đông, Q.7",,25.0,Quận 7,Hồ Chí Minh,29/08/2018 
616801,Phòng trọ sinh viên giá rẻ quận 1,2.8,15.0,Quận 1,Hồ Chí Minh,29/08/2018 
617734,Nhà trọ sạch sẽ 990k đầy đủ tiện nghi vào ở ngay sát sân bay,0.99,,Tân Bình,Hồ Chí Minh,29/08/2018 
617908,"Phòng 18m2, máy lạnh, mặt tiền đường tự do giờ giấc ngay gần sân bay Tân Sơn Nhất",2.5,18.0,Tân Bình,Hồ Chí Minh,29/08/2018 
618054,"Cho sinh viên thuê phòng trọ tốt 2 tr/tháng, LH 01274073377",2.0,15.0,Thủ Đức,Hồ Chí Minh,30/08/2018 
618250,Hoanganh 's Home cho thuê phòng dài hạn,4.7,24.0,Bình Thạnh,Hồ Chí Minh,30/08/2018 
618828,Cho thuê KTX giá rẻ tại Bình Thạnh,0.45,,Bình Thạnh,Hồ Chí Minh,30/08/2018 
619006,"Cho thuê phòng trọ cao cấp đường Nguyễn Thị Huỳnh, Quận Phú Nhuận",4.0,30.0,Phú Nhuận,Hồ Chí Minh,30/08/2018 
619103,Cho thuê phòng trọ khu vực Bình Thạnh theo kiểu ở ghép ký túc xá (KTX) giá rẻ 450 nghìn,0.45,,Bình Thạnh,Hồ Chí Minh,30/08/2018 
619999,Tìm nam hoặc nữ ở ghép căn hộ đầy đủ đồ Hoàng Anh Gia Lai 3. 0911.98.87.66,4.0,,Nhà Bè,Hồ Chí Minh,30/08/2018 
620544,"Cho thuê tầng 1 gồm 3 phòng nhỏ, tổng diện tích 60m2",,60.0,Quận 3,Hồ Chí Minh,30/08/2018 
621284,"Chính chủ share phòng CH Silver Star, nội thất full cao cấp. 87m2 lầu cao view đẹp, LH 0909218885",5.0,30.0,Nhà Bè,Hồ Chí Minh,30/08/2018 
621316,"Phòng 343 đường Phan Xích Long, an ninh, yên tĩnh",3.8,15.0,Phú Nhuận,Hồ Chí Minh,30/08/2018 
623608,"Phòng cực thoáng đường Trường Chinh gần ngã tư Bảy Hiền, giá chỉ 4tr/th",4.0,20.0,Tân Bình,Hồ Chí Minh,30/08/2018 
623966,"KTX mini máy lạnh quận Bình Tân, đẹp, nằm mặt tiền",0.75,50.0,Bình Tân,Hồ Chí Minh,30/08/2018 
625008,"Phòng vip lý tưởng ngay mặt tiền Đoàn Văn Bơ, Quận 4, giá 7tr/tháng - 0948963963",7.0,25.0,Quận 4,Hồ Chí Minh,30/08/2018 
625249,"Chuyển chỗ làm cần sang lại phòng trọ Lý Phục Man, Q7, đầy đủ nội thất",3.2,25.0,Quận 7,Hồ Chí Minh,30/08/2018 
625580,"Cho thuê phòng trọ 40m2 - Nguyễn Trọng Tuyển, phường 2, Tân Bình",6.0,40.0,Tân Bình,Hồ Chí Minh,31/08/2018 
625743,"CH 1PN full NT đủ tiện nghi, 20m2-30m2-55m2, thang máy, 228A Phan Văn Hân, giáp Q. 1",5.5,35.0,Bình Thạnh,Hồ Chí Minh,30/08/2018 
625747,"Căn hộ 1PN full NT đủ tiện nghi, 20m2-30m2-55m2, thang máy, 46B Nguyễn Cửu Vân, giáp Q. 1",5.5,35.0,Bình Thạnh,Hồ Chí Minh,30/08/2018 
625977,"Phòng 4.5tr tiện nghi giờ tự do khu Cư xá Lữ Gia, gần ĐH Bách Khoa",4.5,20.0,Quận 11,Hồ Chí Minh,30/08/2018 
625982,"Phòng mới 4.5tr/th, tiện nghi giờ tự do gần ĐH Bách Khoa, ngay khu Cư Xá Lữ Gia",4.5,20.0,Quận 10,Hồ Chí Minh,30/08/2018 
626317,Phòng KTX máy lạnh cao cấp siêu rẻ siêu tiện ích 500.000đ ở Tân Bình,0.5,,Tân Bình,Hồ Chí Minh,31/08/2018 
626444,"Phòng trọ cao cấp mới xây Bình Thạnh, Hồ Chí Minh",4.0,20.0,Bình Thạnh,Hồ Chí Minh,31/08/2018 
626958,"Căn hộ cao cấp, đầy đủ nội thất, có bếp, máy giặt... Đường Trần Phú, Q5, giáp Q1. LH 0911428118",8.0,30.0,Quận 5,Hồ Chí Minh,31/08/2018 
627004,"Cho nữ thuê phòng dài hạn, đầy đủ tiện nghi, sạch sẽ thoáng mát có sân để xe trong nhà, 0902053586",3.0,24.75,Quận 10,Hồ Chí Minh,31/08/2018 
627448,"Cho thuê phòng dạng căn hộ mini, 232/45 Cộng Hòa, Tân Bình, giá từ 4 tr/tháng",4.0,25.0,Tân Bình,Hồ Chí Minh,31/08/2018 
627671,"Chính chủ cho thuê phòng full nội thất khu villa Khang Điền, giá 5 triệu/tháng, phòng đẹp cực",5.0,,Quận 9,Hồ Chí Minh,31/08/2018 
629222,"Cho thuê nhà mới xây xong ở quận 9 ngay Tăng Nhơn Phú, mới đẹp như hình, giá rẻ. Liên hệ:0909305520",2.0,23.0,Quận 9,Hồ Chí Minh,31/08/2018 
629615,Phòng trọ cao cấp cho thuê quận Tân Bình,5.5,30.0,Tân Bình,Hồ Chí Minh,31/08/2018 
632677,Cho Thuê Phòng trọ Bình Thạnh - Ung Văn Khêm giá dưới 1 triệu bao điện nước,0.5,,Bình Thạnh,Hồ Chí Minh,01/09/2018 
632718, Phòng KTX mới xây 100% mới thoáng mát và có máy lạnh chỉ 500k,0.5,30.0,Quận 10,Hồ Chí Minh,01/09/2018 
632807,CHO THUÊ PHÒNG (NỮ) GẦN CHỢ PHẠM THẾ HIỂN,0.9,14.0,Quận 8,Hồ Chí Minh,01/09/2018 
632808,PHÒNG CAO CẤP FULL NỘI THẤT ĐỐI DIỆN VINHOME TÂN CẢNG,8.0,35.0,Bình Thạnh,Hồ Chí Minh,01/09/2018 
633453,Ktx máy lạnh siêu rẻ 450k tại tân bình,0.45,,Tân Bình,Hồ Chí Minh,01/09/2018 
633474,"Tìm Nam NVVP ở Ghép Quận 4, phòng đẹp, sạch sẽ. Liên hệ: 0906629195",2.0,30.0,Quận 4,Hồ Chí Minh,01/09/2018 
634120,Phòng Tân Bình Full nội thất 5 sao ( Phòng Tân Bình Full nội thất 5 sao ( Sát Tân Sơn Nhất),5.0,,Tân Bình,Hồ Chí Minh,01/09/2018 
635255,Ký túc xá Lucky Bình Thạnh chỉ 380k/tháng-miễn phí NƯớc lọc-Giặt ủi-Gửi xe-wifi-090790745,0.4,35.0,Bình Thạnh,Hồ Chí Minh,02/09/2018 
635321,"PHÒNG 3TR CHO THUÊ GẤP-ĐƯỜNG CÂY TRÂM, GÒ VẤP",3.0,,Gò Vấp,Hồ Chí Minh,02/09/2018 
635339,"Ký túc xá 380k/tháng Lucky Bình Thạnh- 0907907456 Rẻ, nhiều dịch vụ, an toàn, đầy đủ tiện nghi",0.4,35.0,Bình Thạnh,Hồ Chí Minh,02/09/2018 
635513,CHO THUÊ PHÒNG TRỌ BÙI VIỆN - GIỜ GIẤC TỰ DO [01207888242],4.0,12.0,Quận 1,Hồ Chí Minh,03/09/2018 
636172,Cho thuê phòng trọ đầy đủ tiện nghi Tân Phú gần ĐH Công Nghệ Thực Phẩm.,2.8,20.0,Tân Phú,Hồ Chí Minh,03/09/2018 
638380,"Cho thuê phòng trọ 118/43 Bùi Văn Ba, P. Tân Thuận Đông, Q7, TP HCM",2.3,20.0,Quận 7,Hồ Chí Minh,04/09/2018 
639122,Phòng dạng CH mini full nội thất 20-30m2 đường Yên Thế sát sân bay Tân Sơn Nhất. Giá chỉ 5 - 6tr/th,5.0,20.0,Tân Bình,Hồ Chí Minh,04/09/2018 
639423,"Cho thuê phòng ngay Sư Vạn Hạnh Q10, có chỗ để xe, có camera, máy lạnh, nước nóng lạnh, KV an ninh.",4.8,25.0,Quận 10,Hồ Chí Minh,04/09/2018 
639526,"Phòng trọ full nội thất ngay cầu Thị Nghè - Bình Thạnh, liền kề Quận 1",6.0,30.0,Bình Thạnh,Hồ Chí Minh,04/09/2018 
639573,"Cho thuê phòng cao cấp ngay SÂN BAY TÂN SƠN NHẤT, Full nội thất LH 0933396482",5.2,25.0,Tân Bình,Hồ Chí Minh,04/09/2018 
639649,Phòng mới xây 100% có bancon cửa sổ rộng ở Yên Thế gần Sân Bay .LH 0966.089.433,5.0,30.0,Tân Bình,Hồ Chí Minh,04/09/2018 
639731,"CHO THUÊ NHÀ NGUYÊN CĂN FULL NỘI THẤT 2WC-2PHÒNG NGỦ HẺM RỘNG4,5M2",6.5,65.0,Nhà Bè,Hồ Chí Minh,04/09/2018 
639828,"Cho thuê phòng dịch vụ full nội thất có ban công, bếp nấu ăn đường Yên Thế quận Tân Bình",6.0,,Tân Bình,Hồ Chí Minh,04/09/2018 
640312,"Căn hộ dịch vụ 45 m2 tại cao thắng, p12, quận 10, hcm",7.3,45.0,Quận 10,Hồ Chí Minh,04/09/2018 
640812,"Cho thuê căn hộ dịch vụ cao cấp trung tâm quận 7, full nội thất giá từ 5tr5",5.5,25.0,Quận 7,Hồ Chí Minh,04/09/2018 
640863,"Cho nữ thuê phòng giá rẻ đường Bạch Đằng gần Cv Gia định, sân bay TSN",2.2,16.0,Tân Bình,Hồ Chí Minh,04/09/2018 
641851,CHO THUÊ PHÒNG DỊCH VỤ/PHÒNG Ở - QUẬN 2 - HCM,,,Quận 2,Hồ Chí Minh,04/09/2018 
642688,"Cho thuê phòng căn hộ cao cấp vinhomes central Park, đầy đủ tiện nghi",6.5,16.0,Bình Thạnh,Hồ Chí Minh,04/09/2018 
643923,Cho thuê phòng đường Nguyễn Cửu Vân liền kê các quận trung tâm,6.0,40.0,Bình Thạnh,Hồ Chí Minh,04/09/2018 
643972,"Cho thuê phòng đầy đủ tiện nghi 330 Cao Đạt, Phường 1, Quận 5",3.0,30.0,Quận 5,Hồ Chí Minh,04/09/2018 
644088,Phòng cao cấp đẹp như mơ_máy lạnh_4tr_1/4 Văn Cao_F Phú Thạnh_Q Tân Phú,4.0,25.0,Tân Phú,Hồ Chí Minh,05/09/2018 
644112,Cho thuê Ký túc xá khu vực Hàng Xanh gần trường Hutech,1.6,25.0,Bình Thạnh,Hồ Chí Minh,05/09/2018 
644839,Share phòng master room trong căn hộ 2 PN - Masteri Thảo Điền,7.0,,Quận 2,Hồ Chí Minh,05/09/2018 
645974,Siêu rẻ KTX 450k/ tháng Quận Tân Bình Gần sân bay,0.45,,Tân Bình,Hồ Chí Minh,06/09/2018 
646169,Cho thuê phòng trọ cao cấp - tiện nghi - trung tâm quận 1,7.0,22.0,Quận 1,Hồ Chí Minh,06/09/2018 
646324,Phòng Riêng Biệt máy Lạnh Cống Quỳnh 20mQ1 3.5tt,3.5,20.0,Quận 1,Hồ Chí Minh,06/09/2018 
646655,PHÒNG CHO THUÊ ĐẸP ĐẦY ĐỦ NỘI THẤT CÓ KỆ BẾP NGAY ĐƯỜNG ĐINH BỘ LĨNH NGAY NGÃ 4 HÀNG XANH,5.8,30.0,Bình Thạnh,Hồ Chí Minh,06/09/2018 
647005,"Cho thuê phòng master Hoàng anh an tiến, 30m2, giá 4,5tr - LH 0886766746",,,Nhà Bè,Hồ Chí Minh,06/09/2018 
647223,Phòng dạng căn hộ studio đầy đủ tiện nghi gần ngã tư Bảy Hiền Tân Bình 5tr/tháng,5.0,20.0,Tân Bình,Hồ Chí Minh,06/09/2018 
647779,Phòng cao cấp full nội thất quận Bình Thạnh,4.7,,Bình Thạnh,Hồ Chí Minh,06/09/2018  
647841,Chỉ với 4tr5 có ngay phòng trọ nội thất đầy đủ đường Lê Văn Thọ,4.5,25.0,Gò Vấp,Hồ Chí Minh,06/09/2018 
647864,"Phòng trọ giường tầng homestay Quang Trung, Gò Vấp full tiện nghi",1.5,,Gò Vấp,Hồ Chí Minh,06/09/2018 
648632,"Căn hộ mini chính chủ mới cho thuê 7F Bạch Đằng, quận Tân Bình, gần sân bay",4.0,25.0,Tân Bình,Hồ Chí Minh,06/09/2018 
648733,"Phòng mới xây, khu an ninh ngay Thăng Long, P2, Tân Bình",6.0,35.0,Tân Bình,Hồ Chí Minh,06/09/2018 
648745,"Phòng cao cấp, full tiện nghi ngay Bạch Đằng, P2, Tân Bình",5.0,25.0,Tân Bình,Hồ Chí Minh,06/09/2018 
648761,"Cần cho nữ thuê phòng 24m2 khu cao cấp an ninh,3tr/ tháng bao điện nước, wifi. LH 0932237579",3.0,24.0,Quận 7,Hồ Chí Minh,06/09/2018 
648807,"Phòng trọ giường tầng homestay full tiện nghi, Quang Trung, Gò Vấp, giá sinh viên",1.7,25.0,Gò Vấp,Hồ Chí Minh,06/09/2018 
649002,"Cho thuê phòng đầy đủ nội thất Bùi Đình Tuý quận Bình Thạnh gần trường ĐH Hutech, LH: 0901474283",5.7,25.0,Bình Thạnh,Hồ Chí Minh,06/09/2018 
649116,"Phòng dịch vụ cho thuê, đủ tiện nghi, văn minh, đường lớn, giờ giấc tự do. LH: 0903772384",10.0,30.0,Tân Bình,Hồ Chí Minh,06/09/2018 
649162,"Cho thuê phòng trọ đường Hương Lộ 11, H.Bình Chánh, Đặc biệt: Hợp đồng thuê lâu dài có ưu đãi",1.2,,Bình Chánh,Hồ Chí Minh,06/09/2018 
649924,"Cho thuê phòng ở 541/27 Huỳnh Văn Bánh, giá 3.5 triệu",3.5,30.0,Phú Nhuận,Hồ Chí Minh,06/09/2018 
649968,CHO THUÊ NHÀ NGUYÊN CĂN Ở NHÀ BÈ-FULL NỘI THẤT -DỌN VÀO Ở LIỀN,6.5,65.0,Nhà Bè,Hồ Chí Minh,06/09/2018 
650053,Phòng tiêu chuẩn sạch đẹp cho thuê quận 3,8.5,,Quận 3,Hồ Chí Minh,06/09/2018 
650183,Phòng ban công sạch đẹp cho thuê quận 3,12.0,38.0,Quận 3,Hồ Chí Minh,06/09/2018 
650689,Cho thuê phòng trọ gần khu công nghệ cao Q9 giá chỉ từ 1.7tr/căn. LH: Anh Thanh 0889090611,1.7,16.0,Quận 9,Hồ Chí Minh,06/09/2018 
650974,"Cho thuê phòng hẻm xe hơi, tiện nghi",4.2,,Tân Bình,Hồ Chí Minh,06/09/2018 
652542,Cho nữ thuê phòng. Nhà mat tiền đường Bùi Thị Xuân,1.4,12.0,Tân Bình,Hồ Chí Minh,07/09/2018 
652655,"Phòng trọ máy lạnh, giờ giấc tự do, nội thất cơ bản",2.5,16.0,Quận 11,Hồ Chí Minh,08/09/2018 
